Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Admin_Menu/User_Management/Users/Add User/input_Password_oxd-input oxd-input--focus""), PASSWORD)",Chrome 121.0.0.0,,,29-01-2024 14:50:10,29-01-2024 14:50:11,0.620s,PASSED
"setEncryptedText(findTestObject(""Admin_Menu/User_Management/Users/Add User/input_Confirm Password_oxd-input oxd-input--focus""), PASSWORD)",Chrome 121.0.0.0,,,29-01-2024 14:50:11,29-01-2024 14:50:12,1.677s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Add User/button_Save""))",Chrome 121.0.0.0,,,29-01-2024 14:50:12,29-01-2024 14:50:13,0.606s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Add User/popup_SuccessSuccessfully Saved""))",Chrome 121.0.0.0,,,29-01-2024 14:50:13,29-01-2024 14:50:16,3.188s,PASSED
,,,,,,,
Test Cases/Features/Admin/Search User,Chrome 121.0.0.0,,Jan,29-01-2024 14:50:16,29-01-2024 14:50:47,30.367s,PASSED
"callTestCase(findTestCase(""Features/Admin/Access Admin Menu""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:50:17,29-01-2024 14:50:40,23.375s,PASSED
"sendKeys(findTestObject(""Admin_Menu/User_Management/Users/input_Username""), USERNAME)",Chrome 121.0.0.0,,,29-01-2024 14:50:40,29-01-2024 14:50:41,0.615s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/dropdown_user_role""))",Chrome 121.0.0.0,,,29-01-2024 14:50:41,29-01-2024 14:50:41,0.511s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_Admin""))",Chrome 121.0.0.0,,,29-01-2024 14:50:41,29-01-2024 14:50:42,0.543s,PASSED
"sendKeys(findTestObject(""Admin_Menu/User_Management/Users/input_Employee_Name""), EMPLOYEE_NAME)",Chrome 121.0.0.0,,,29-01-2024 14:50:42,29-01-2024 14:50:42,0.618s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/span_Odis  Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:50:42,29-01-2024 14:50:44,1.778s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_Odis  Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:50:44,29-01-2024 14:50:45,0.516s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/dropdown_status""))",Chrome 121.0.0.0,,,29-01-2024 14:50:45,29-01-2024 14:50:45,0.517s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_Enabled""))",Chrome 121.0.0.0,,,29-01-2024 14:50:45,29-01-2024 14:50:46,0.631s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/button_Search""))",Chrome 121.0.0.0,,,29-01-2024 14:50:46,29-01-2024 14:50:47,0.621s,PASSED
,,,,,,,
Test Cases/Features/Admin/Ensure User Search,Chrome 121.0.0.0,,Jan,29-01-2024 14:50:47,29-01-2024 14:51:18,31.485s,PASSED
"callTestCase(findTestCase(""Features/Admin/Search User""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:50:47,29-01-2024 14:51:16,28.523s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_John Doe""))",Chrome 121.0.0.0,,,29-01-2024 14:51:16,29-01-2024 14:51:17,1.067s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_Admin""))",Chrome 121.0.0.0,,,29-01-2024 14:51:17,29-01-2024 14:51:17,0.563s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_Odis Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:51:17,29-01-2024 14:51:18,0.422s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_Enabled""))",Chrome 121.0.0.0,,,29-01-2024 14:51:18,29-01-2024 14:51:18,0.435s,PASSED
,,,,,,,
Test Cases/Features/Admin/Ensure Data Edit User,Chrome 121.0.0.0,,Jan,29-01-2024 14:51:18,29-01-2024 14:52:50,1m - 32.050s,PASSED
"callTestCase(findTestCase(""Features/Admin/Search User""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:51:18,29-01-2024 14:51:44,25.111s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/btn_i_Enabled_oxd-icon bi-edit""))",Chrome 121.0.0.0,,,29-01-2024 14:51:44,29-01-2024 14:51:46,2.100s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Edit User/span_Admin""))",Chrome 121.0.0.0,,,29-01-2024 14:51:46,29-01-2024 14:52:17,31.822s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Edit User/span_Enabled""))",Chrome 121.0.0.0,,,29-01-2024 14:52:17,29-01-2024 14:52:49,31.691s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Edit User/input""))",Chrome 121.0.0.0,,,29-01-2024 14:52:49,29-01-2024 14:52:50,0.505s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Edit User/input_Username_oxd-input oxd-input--focus""))",Chrome 121.0.0.0,,,29-01-2024 14:52:50,29-01-2024 14:52:50,0.448s,PASSED
,,,,,,,
Test Cases/Features/Admin/Update User,Chrome 121.0.0.0,,Jan,29-01-2024 14:52:50,29-01-2024 14:54:29,1m - 39.021s,PASSED
"callTestCase(findTestCase(""Features/Admin/Ensure Data Edit User""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:52:51,29-01-2024 14:54:24,1m - 33.139s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Edit User/div_Admin""))",Chrome 121.0.0.0,,,29-01-2024 14:54:24,29-01-2024 14:54:24,0.553s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Edit User/span_ESS""))",Chrome 121.0.0.0,,,29-01-2024 14:54:24,29-01-2024 14:54:25,0.619s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Edit User/div_Enabled""))",Chrome 121.0.0.0,,,29-01-2024 14:54:25,29-01-2024 14:54:25,0.515s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Edit User/span_Disabled""))",Chrome 121.0.0.0,,,29-01-2024 14:54:25,29-01-2024 14:54:26,0.536s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/Edit User/button_Save""))",Chrome 121.0.0.0,,,29-01-2024 14:54:26,29-01-2024 14:54:26,0.508s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/Add User/popup_SuccessSuccessfully Saved""))",Chrome 121.0.0.0,,,29-01-2024 14:54:26,29-01-2024 14:54:29,2.743s,PASSED
,,,,,,,
Test Cases/Features/Admin/Search Updated User,Chrome 121.0.0.0,,Jan,29-01-2024 14:54:29,29-01-2024 14:54:58,29.274s,PASSED
"callTestCase(findTestCase(""Features/Admin/Access Admin Menu""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:54:30,29-01-2024 14:54:52,22.520s,PASSED
"sendKeys(findTestObject(""Admin_Menu/User_Management/Users/input_Username""), USERNAME)",Chrome 121.0.0.0,,,29-01-2024 14:54:52,29-01-2024 14:54:53,0.516s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/dropdown_user_role""))",Chrome 121.0.0.0,,,29-01-2024 14:54:53,29-01-2024 14:54:53,0.465s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_ESS""))",Chrome 121.0.0.0,,,29-01-2024 14:54:53,29-01-2024 14:54:54,0.573s,PASSED
"sendKeys(findTestObject(""Admin_Menu/User_Management/Users/input_Employee_Name""), EMPLOYEE_NAME)",Chrome 121.0.0.0,,,29-01-2024 14:54:54,29-01-2024 14:54:54,0.558s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/span_Odis  Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:54:54,29-01-2024 14:54:56,1.781s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_Odis  Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:54:56,29-01-2024 14:54:57,0.511s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/dropdown_status""))",Chrome 121.0.0.0,,,29-01-2024 14:54:57,29-01-2024 14:54:57,0.500s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/span_Disabled""))",Chrome 121.0.0.0,,,29-01-2024 14:54:57,29-01-2024 14:54:58,0.600s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/button_Search""))",Chrome 121.0.0.0,,,29-01-2024 14:54:58,29-01-2024 14:54:58,0.605s,PASSED
,,,,,,,
Test Cases/Features/Admin/Ensure Data User Updated,Chrome 121.0.0.0,,Jan,29-01-2024 14:54:58,29-01-2024 14:55:29,30.798s,PASSED
"callTestCase(findTestCase(""Features/Admin/Search Updated User""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:54:59,29-01-2024 14:55:27,27.997s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_John Doe""))",Chrome 121.0.0.0,,,29-01-2024 14:55:27,29-01-2024 14:55:28,1.001s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_ESS""))",Chrome 121.0.0.0,,,29-01-2024 14:55:28,29-01-2024 14:55:28,0.413s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_Odis Adalwin""))",Chrome 121.0.0.0,,,29-01-2024 14:55:28,29-01-2024 14:55:29,0.439s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_Disable""))",Chrome 121.0.0.0,,,29-01-2024 14:55:29,29-01-2024 14:55:29,0.500s,PASSED
,,,,,,,
Test Cases/Features/Admin/Delete User,Chrome 121.0.0.0,,Jan,29-01-2024 14:55:29,29-01-2024 14:56:30,1m - 0.548s,PASSED
"callTestCase(findTestCase(""Features/Admin/Ensure Data User Updated""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:55:30,29-01-2024 14:55:56,26.593s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/btn_i_Enabled_oxd-icon bi-trash""))",Chrome 121.0.0.0,,,29-01-2024 14:55:56,29-01-2024 14:55:57,0.550s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_modals_delete""))",Chrome 121.0.0.0,,,29-01-2024 14:55:57,29-01-2024 14:55:57,0.527s,PASSED
"click(findTestObject(""Admin_Menu/User_Management/Users/button_Yes, Delete""))",Chrome 121.0.0.0,,,29-01-2024 14:55:57,29-01-2024 14:56:30,32.483s,PASSED
,,,,,,,
Test Cases/Features/Admin/Ensure User Deleted,Chrome 121.0.0.0,,Jan,29-01-2024 14:56:30,29-01-2024 14:57:04,33.815s,PASSED
"callTestCase(findTestCase(""Features/Admin/Search Updated User""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,29-01-2024 14:56:30,29-01-2024 14:57:02,32.183s,PASSED
"verifyElementVisible(findTestObject(""Admin_Menu/User_Management/Users/div_InfoNo Records Found""))",Chrome 121.0.0.0,,,29-01-2024 14:57:02,29-01-2024 14:57:04,1.190s,PASSED
